# IterPressures Buffer Dump - 15625 elements
# Index,Value
1376,0.3463184
1377,0
1378,0.9885843
1379,4.959409
1380,16.95137
1381,0
1382,0
1383,0
1384,0
1385,8.556539
1386,0
1387,33.44952
1388,0
1389,3334.54
1390,20744.63
1391,715.4448
1392,114.365
1393,176.6254
1394,196.6903
1395,196.6768
1396,172.3565
1397,155.3053
1398,195.2697
1399,185.6582
1400,0
1401,257.6512
1402,565.3766
1403,8.696359
1404,8.57171
1405,0
1406,0
1407,6.142778
1408,2.976596
1409,2.757149
1410,7.125246
1411,0.8805764
1412,3.399414
1413,1.153576
1414,0.238775
1415,22.00023
1416,22.00938
1417,17.13066
1418,32.95258
1419,22.38831
1420,25.0118
1421,1.575903
1422,5514.048
1423,0
1424,0
1425,2188.111
1426,172.3634
1427,197.2739
1428,163.1655
1429,188.5429
1430,180.5913
1431,163.6847
1432,164.9542
1433,180.0193
1434,178.7345
1435,2430.907
1436,696.441
1437,0
1438,12.85615
1439,17.79067
1440,12.34066
1441,10.76177
1442,17.91909
1443,12.90541
1444,21.82423
1445,21.86845
1446,36.03114
1447,4.1653
1448,27.4881
1449,8.912287
1450,27.53511
1451,24.40037
1452,26.13153
1453,8894.68
1454,2110.903
1455,287.1501
1456,269.321
1457,269.3082
1458,270.9563
1459,287.2032
1460,270.972
1461,201999.7
1462,9848.284
1463,266543.5
1464,45307.55
1465,7128.119
1466,18520.49
1467,14.10384
1468,34.07687
1469,26.2502
1470,34.16357
1471,43.827
1472,94544.43
1473,0
1474,6331.723
1475,0
1476,42.66775
1477,42.63155
1478,42.77473
1479,24.67987
1480,20.25317
1481,42.81903
1482,44.828
1483,0
1484,0
1485,366343.2
1486,0
1487,1422.82
1488,11.9201
1489,24.89475
1490,31.17693
1491,26.8986
1492,17.81193
1493,23.48557
1494,23.32069
1495,31.02975
1496,6480.176
1497,0
1498,0
1499,0
1500,0
1501,79678.38
1502,145704.3
1503,22.2532
1504,16.40644
1505,15.50881
1506,20.89017
1507,19.99807
1508,35.83162
1509,37.34199
1510,28.23852
1511,48938.56
1512,16696.63
1513,8.301157
1514,5.684659
1515,10.79827
1516,6.319265
1517,10.52473
1518,7.565154
1519,8.298512
1520,0
1521,0
1522,0
1523,0
1524,0
1525,86257.95
1526,4512.066
1527,57.13494
1528,59.75836
1529,39.03594
1530,330708.9
1531,41570.23
1532,647395.9
1533,0
1534,0
1535,698517.3
1536,0
1537,0
1538,2.391475
1539,0
1540,2.438311
1541,3.802773
1542,0
1543,3.838954
1544,0
1545,0
1546,0
1547,9.416349
1548,0
1549,1.960467
1550,9.415483
1551,0
1552,32.41045
1553,403.2511
1554,0
1555,1.094639
1556,0
1557,0
1558,19.38415
1559,4.89819
1560,0
1561,19.50747
1562,0
1563,0
1564,0
1565,0
1566,0
1567,3.70646
1568,10.60298
1569,0.2154901
1570,3.703591
1571,5.651803
1572,0.8538149
1573,0
1574,2584.575
1575,0
1576,8.359271
1577,6.689569
1578,1.798865
1579,0
1580,8.414146
1581,0.9505237
1582,8.406449
1583,2.091272
1584,2.105097
1585,3.473117
1586,3.463601
1587,0
1588,0
1589,1.319019
1590,3.20915
1591,3.211211
1592,8.503269
1593,8.58425
1594,2.036077
1595,2.205897
1596,1.429287
1597,272256.8
1598,118.8401
1599,176.0484
1600,1892.435
1601,44.92811
1602,0
1603,3.829247
1604,3.710583
1605,2.120526
1606,2.016555
1607,2.147714
1608,2.05761
1609,13.39481
1610,7.504501
1611,6.646843
1612,13.37539
1613,9.898116
1614,5.003371
1615,8.99172
1616,4137.688
1617,2.699011
1618,1.449164
1619,3.568831
1620,3.591993
1621,2.679045
1622,158.5671
1623,3.845587
1624,0
1625,0
1626,2.608024
1627,0
1628,0
1629,3.9458
1630,4.018473
1631,0
1632,3.872413
1633,4.813351
1634,4.957806
1635,28.23967
1636,15.72487
1637,45.22228
1638,38.09309
1639,38.99847
1640,46.14957
1641,40.31243
1642,32.56273
1643,38.49142
1644,320368.5
1645,188812.9
1646,752143.6
1647,0
1648,4991.096
1649,2236.578
1650,5.001757
1651,0
1652,5.010684
1653,3.107276
1654,8.072491
1655,8.85504
1656,2.048568
1657,3.306613
1658,5.174564
1659,3177.917
1660,3165.954
1661,1200.926
1662,1223.267
1663,654.0068
1664,5670.387
1665,2394.542
1666,0
1667,720.5118
1668,1.7019
1669,6.541346
1670,3.412305
1671,4.778412
1672,4.754449
1673,1.886145
1674,4.863634
1675,7.243226
1676,5.269708
1677,801.282
1678,807.8951
1679,24.20556
1680,32.85878
1681,24478.51
1682,18546.95
1683,21454.95
1684,20427.01
1685,0
1686,10.91285
1687,9.011607
1688,5.96637
1689,10.33744
1690,10.41049
1691,5.956561
1692,4.517552
1693,4.593447
1694,10.78339
1695,347.3331
1696,1819.526
1697,4781.108
1698,5139.306
1699,0
1700,0
1701,0
1702,16.42311
1703,16.4455
1704,8.229012
1705,14.17758
1706,6.209499
1707,11.90112
1708,11.86182
1709,6.374612
1710,171.9116
1711,41733.41
1712,21381.09
1713,71343.89
1714,0
1715,719.9718
1716,405.1338
1717,350.4459
1718,1284.586
1719,37.82969
1720,37.24828
1721,41.95433
1722,21.9846
1723,29.37789
1724,24.90087
1725,24.63816
1726,1361600
1727,1307156
1728,582811.4
1729,0
1730,126.6377
1731,21.3046
1732,25.25196
1733,27.59382
1734,15.17039
1735,0
1736,15.1671
1737,27.69702
1738,24.46447
1739,5.180091
1740,7.820207
1741,15.51696
1742,717.2753
1743,0
1744,422.0666
1745,1527.492
1746,5429420
1747,15801.74
1748,1.047405
1749,0.994409
1750,0
1751,0
1752,0
1753,0
1754,0
1755,1776.159
1756,7971.287
1757,21079.07
1758,1180.291
1759,64972.26
1760,1775.398
1761,0
1762,0
1763,15.43089
1764,24.42371
1765,24.40768
1766,6.707583
1767,14.17501
1768,21.78555
1769,6.416127
1770,31.21394
1771,16.61896
1772,28.3362
1773,24.63672
1774,15.99916
1775,29.68255
1776,29.65356
1777,31.15044
1778,2865.718
1779,2094.577
1780,2201.363
1781,0
1782,367593.5
1783,55417.17
1784,1.784333
1785,2.055648
1786,5.598613
1787,0.7871448
1788,6.536409
1789,0
1790,2.364181
1791,6902.672
1792,23088.88
1793,193048
1794,231617
1795,65298.54
1796,0
1797,0
1798,484.4828
1799,29.12072
1800,10.06256
1801,21.63655
1802,29.21218
1803,0
1804,10.08952
1805,125.5327
1806,0
1807,3011.239
1808,528.7928
1809,2615.527
1810,799.9429
1811,134355.8
1812,3.678345
1813,3.501433
1814,0
1815,0.8431277
1816,0
1817,0.8411869
1818,0
1819,4.615849
1820,4.421072
1821,0
1822,0
1823,1.115151
1824,0
1825,2.574664
1826,0
1827,0
1828,42753.24
1829,42990.34
1830,0
1831,0
1832,24.92268
1833,0
1834,21351.34
1835,2302.366
1836,105.4132
1837,2.114252
1838,33.52639
1839,0
1840,1.937378
1841,105.3048
1842,16.30486
1843,143.4182
1844,481.579
1845,940.2459
1846,1527.741
1847,97691.35
1848,45894.7
1849,1.16473
1850,2.998435
1851,0
1852,3.024604
1853,2.703846
1854,6.603105
1855,0
1856,0
1857,0
1858,1.998174
1859,6.615782
1860,9.204885
1861,55.99331
1862,20.48356
1863,31.26577
1864,9.639325
1865,0
1866,9.132305
1867,18.41628
1868,258659.7
1869,46.33673
1870,72.41415
1871,0
1872,0
1873,74.09956
1874,72.76443
1875,0
1876,977.5754
1877,0
1878,0
1879,1328.531
1880,1459176
1881,6.032343
1882,6.641521
1883,12.08781
1884,7.123102
1885,3.493001
1886,0.1301397
1887,13.98761
1888,3.487865
1889,8.610264
1890,6.262655
1891,0
1892,4.459527
1893,13.98466
1894,1022.626
1895,0
1896,1124.722
1897,3335371
1898,89127.17
1899,248492.1
1900,12.77926
1901,115.4874
1902,0
1903,42.39871
1904,7.439373
1905,42.39794
1906,0
1907,1949.24
1908,720.2669
1909,638.5846
1910,617.9835
1911,0
1912,10.2671
1913,12.12635
1914,12.09889
1915,10.17184
1916,10.35617
1917,11.26142
1918,11.31847
1919,10.87179
1920,0
1921,10.41968
1922,11.54315
1923,3.040859
1924,19.52183
1925,7.900433
1926,1.11401
1927,13225.04
1928,13940.13
1929,289.2037
1930,43186.82
1931,5.121681E+07
1932,0
1933,46.88748
1934,24.18773
1935,39.16291
1936,25.58456
1937,65.66516
1938,24.94295
1939,0
1940,28.84386
1941,65.6817
1942,25.24314
1943,34.23998
1944,957.8566
1945,954.2363
1946,1874.322
1947,1876.939
1948,0
1949,735795.1
1950,19.23474
1951,20.23252
1952,22.95733
1953,14.118
1954,18.9559
1955,11.34353
1956,17.14133
1957,20.28845
1958,17.13923
1959,11.14033
1960,15.56042
1961,6.539184
1962,10.02882
1963,14.40659
1964,14.38333
1965,14.4358
1966,15.76542
1967,15.56277
