# Aii Buffer Dump - 15625 elements
# Index,Value
1056,-0.09586278
1057,-0.07870144
1058,-0.09563489
1059,-0.09104408
1060,-1.618782
1061,-18.0333
1062,-0.1360099
1063,-0.1671196
1064,-0.0585594
1065,-0.155178
1066,-0.1630729
1067,-0.133795
1068,-0.1360242
1069,-0.1591195
1070,-0.09229388
1071,-0.05398592
1072,-0.05398567
1073,-0.05630119
1074,-0.0563007
1075,-1.050662
1076,-0.04531639
1077,-0.09589989
1078,-0.0446738
1079,-0.04467357
1080,-0.1015694
1081,-0.05003112
1082,-0.0453161
1083,-0.05093174
1084,-0.09641764
1085,-0.0949006
1086,-1.726683
1087,-0.1641189
1088,-45.3752
1089,-0.09906889
1090,-0.1036434
1091,-0.09478344
1092,-0.09832428
1093,-0.1560783
1094,-0.09587169
1095,-110.6491
1096,-0.05883074
1097,-0.05883499
1098,-0.05445749
1099,-0.05445381
1100,-0.1055971
1101,-0.05350475
1102,-0.09848905
1103,-0.05351116
1104,-0.901502
1105,-0.4480194
1106,-0.07891462
1107,-0.07906316
1108,-0.08564864
1109,-0.1016215
1110,-0.05000842
1111,-0.05001597
1112,-0.09243826
1113,-0.08831202
1114,-0.08549792
1115,-0.3331292
1116,-0.1416817
1117,-0.1415974
1118,-0.1138499
1119,-0.1578922
1120,-0.09601359
1121,-7.44176
1122,-0.08878062
1123,-0.09462319
1124,-0.1084211
1125,-0.09309459
1126,-0.1074022
1127,-0.122978
1128,-0.1026492
1129,-0.0962946
1130,-0.09928336
1131,-0.0529688
1132,-0.0529713
1133,-0.05476708
1134,-0.05680264
1135,-0.05693284
1136,-0.05692768
1137,-0.05680006
1138,-0.05477212
1139,-0.7681093
1140,-0.5647622
1141,-0.4349048
1142,-0.4612782
1143,-0.09630657
1144,-0.08277455
1145,-0.08714122
1146,-0.09394448
1147,-0.08079525
1148,-0.09776071
1149,-0.0616503
1150,-0.08837307
1151,-0.07413393
1152,-0.09174651
1153,-0.05991815
1154,-0.1130774
1155,-0.1152539
1156,-0.09651166
1157,-0.1787803
1158,-0.1430351
1159,-0.06193245
1160,-0.06192825
1161,-0.1365867
1162,-0.1070228
1163,-1.572726
1164,-3.144371
1165,-1.406694
1166,-0.05651977
1167,-0.1005941
1168,-0.09166946
1169,-0.05076267
1170,-0.1018201
1171,-0.1009389
1172,-0.09340356
1173,-0.1014653
1174,-0.05651923
1175,-0.05076116
1176,-0.09819832
1177,-4.678845
1178,-0.05490396
1179,-0.05513539
1180,-0.05513509
1181,-0.054904
1182,-0.05687727
1183,-0.05687572
1184,-1.60873
1185,-0.865356
1186,-0.1957791
1187,-0.2026538
